exp_name,srx,srr
KD8_seq1_p3_mRNA_42_S43_L004,SRX15540920,SRR19488260
KD8_seq1_p3_mRNA_42_S43_L003,SRX15540921,SRR19488259
KD8_seq1_p3_mRNA_42_S43_L002,SRX15540922,SRR19488258
KD8_seq1_p3_mRNA_42_S43_L001,SRX15540923,SRR19488257
KD8_seq2_p3_mRNA_42_S43_L004,SRX15540924,SRR19488256
KD8_seq2_p3_mRNA_43_S44_L003,SRX15540925,SRR19488255
KD8_seq2_p3_sgRNA_24_S25_L002,SRX15540926,SRR19488254
KD8_seq2_p3_mRNA_42_S43_L001,SRX15540927,SRR19488253
KD8_seq2_p3_mRNA_42_S43_L002,SRX15540928,SRR19488252
KD8_seq2_p3_mRNA_42_S43_L003,SRX15540929,SRR19488251
KD8_seq1_p3_sgRNA_41_S42_L001,SRX15540930,SRR19488250
KD8_seq1_p3_sgRNA_41_S42_L002,SRX15540931,SRR19488249
KD8_seq1_p3_sgRNA_41_S42_L003,SRX15540932,SRR19488248
KD8_seq1_p3_mRNA_23_S24_L003,SRX15540933,SRR19488247
KD8_seq2_p3_sgRNA_24_S25_L003,SRX15540934,SRR19488246
KD8_seq1_p3_sgRNA_41_S42_L004,SRX15540935,SRR19488245
KD8_seq1_p3_sgRNA_57_S58_L001,SRX15540936,SRR19488244
KD8_seq1_p3_sgRNA_57_S58_L002,SRX15540937,SRR19488243
KD8_seq2_p3_sgRNA_57_S58_L001,SRX15540938,SRR19488242
KD8_seq2_p3_sgRNA_57_S58_L003,SRX15540939,SRR19488241
KD8_seq2_p3_sgRNA_57_S58_L002,SRX15540940,SRR19488240
KD8_seq2_p3_mRNA_26_S27_L001,SRX15540941,SRR19488239
KD8_seq2_p3_sgRNA_57_S58_L004,SRX15540942,SRR19488238
KD8_seq1_p3_mRNA_58_S59_L001,SRX15540943,SRR19488237
KD8_seq1_p3_mRNA_58_S59_L002,SRX15540944,SRR19488236
KD8_seq1_p3_mRNA_58_S59_L003,SRX15540945,SRR19488235
KD8_seq1_p3_mRNA_58_S59_L004,SRX15540946,SRR19488234
KD8_seq2_p3_mRNA_58_S59_L003,SRX15540947,SRR19488233
KD8_seq2_p3_mRNA_58_S59_L002,SRX15540948,SRR19488232
KD8_seq2_p3_mRNA_58_S59_L001,SRX15540949,SRR19488231
KD8_seq2_p3_mRNA_58_S59_L004,SRX15540950,SRR19488230
KD8_seq1_p3_sgRNA_58_S59_L001,SRX15540951,SRR19488229
KD8_seq1_p3_sgRNA_26_S27_L004,SRX15540952,SRR19488228
KD8_seq1_p3_sgRNA_58_S59_L002,SRX15540953,SRR19488227
KD8_seq1_p3_sgRNA_58_S59_L003,SRX15540954,SRR19488226
KD8_seq1_p3_sgRNA_58_S59_L004,SRX15540955,SRR19488225
KD8_seq2_p3_mRNA_26_S27_L003,SRX15540956,SRR19488224
KD8_seq2_p3_mRNA_57_S58_L002,SRX15540957,SRR19488223
KD8_seq2_p3_mRNA_57_S58_L001,SRX15540958,SRR19488222
KD8_seq2_p3_sgRNA_58_S59_L003,SRX15540959,SRR19488221
KD8_seq2_p3_sgRNA_58_S59_L002,SRX15540960,SRR19488220
KD8_seq2_p3_sgRNA_58_S59_L004,SRX15540961,SRR19488219
KD8_seq1_p3_mRNA_59_S60_L002,SRX15540962,SRR19488218
KD8_seq1_p3_mRNA_59_S60_L003,SRX15540963,SRR19488217
KD8_seq1_p3_mRNA_59_S60_L001,SRX15540964,SRR19488216
KD8_seq1_p3_sgRNA_26_S27_L003,SRX15540965,SRR19488215
KD8_seq1_p3_mRNA_59_S60_L004,SRX15540966,SRR19488214
KD8_seq2_p3_mRNA_59_S60_L001,SRX15540967,SRR19488213
KD8_seq2_p3_mRNA_59_S60_L003,SRX15540968,SRR19488212
KD8_seq2_p3_mRNA_59_S60_L002,SRX15540969,SRR19488211
KD8_seq2_p3_mRNA_59_S60_L004,SRX15540970,SRR19488210
KD8_seq1_p3_sgRNA_59_S60_L002,SRX15540971,SRR19488209
KD8_seq1_p3_sgRNA_59_S60_L003,SRX15540972,SRR19488208
KD8_seq1_p3_sgRNA_59_S60_L001,SRX15540973,SRR19488207
KD8_seq1_p3_sgRNA_59_S60_L004,SRX15540974,SRR19488206
KD8_seq2_p3_sgRNA_59_S60_L003,SRX15540975,SRR19488205
KD8_seq1_p3_sgRNA_26_S27_L002,SRX15540976,SRR19488204
KD8_seq2_p3_sgRNA_59_S60_L002,SRX15540977,SRR19488203
KD8_seq2_p3_sgRNA_59_S60_L001,SRX15540978,SRR19488202
KD8_seq2_p3_sgRNA_59_S60_L004,SRX15540979,SRR19488201
KD8_seq2_p3_sgRNA_58_S59_L001,SRX15540980,SRR19488200
KD8_seq1_p3_mRNA_60_S61_L003,SRX15540981,SRR19488199
KD8_seq2_p3_mRNA_60_S61_L004,SRX15540982,SRR19488198
KD8_seq2_p3_mRNA_60_S61_L003,SRX15540983,SRR19488197
KD8_seq2_p3_mRNA_64_S65_L003,SRX15540984,SRR19488196
KD8_seq2_p3_mRNA_64_S65_L002,SRX15540985,SRR19488195
KD8_seq2_p3_mRNA_64_S65_L001,SRX15540986,SRR19488194
KD8_seq2_p3_mRNA_64_S65_L004,SRX15540987,SRR19488193
KD8_seq1_p3_sgRNA_64_S65_L002,SRX15540988,SRR19488192
KD8_seq1_p3_sgRNA_64_S65_L003,SRX15540989,SRR19488191
KD8_seq1_p3_sgRNA_64_S65_L001,SRX15540990,SRR19488190
KD8_seq1_p3_sgRNA_64_S65_L004,SRX15540991,SRR19488189
KD8_seq2_p3_sgRNA_64_S65_L004,SRX15540992,SRR19488188
KD8_seq1_p3_mRNA_27_S28_L003,SRX15540993,SRR19488187
KD8_seq2_p3_sgRNA_64_S65_L002,SRX15540994,SRR19488186
KD8_seq2_p3_sgRNA_64_S65_L003,SRX15540995,SRR19488185
KD8_seq2_p3_sgRNA_64_S65_L001,SRX15540996,SRR19488184
KD8_seq1_p3_mRNA_65_S66_L004,SRX15540997,SRR19488183
KD8_seq1_p3_mRNA_65_S66_L002,SRX15540998,SRR19488182
KD8_seq1_p3_mRNA_65_S66_L003,SRX15540999,SRR19488181
KD8_seq1_p3_mRNA_65_S66_L001,SRX15541000,SRR19488180
KD8_seq1_p3_mRNA_64_S65_L001,SRX15541001,SRR19488179
KD8_seq1_p3_mRNA_27_S28_L004,SRX15541002,SRR19488178
KD8_seq2_p3_mRNA_65_S66_L002,SRX15541003,SRR19488177
KD8_seq1_p3_sgRNA_65_S66_L004,SRX15541004,SRR19488176
KD8_seq1_p3_sgRNA_65_S66_L001,SRX15541005,SRR19488175
KD8_seq1_p3_sgRNA_65_S66_L002,SRX15541006,SRR19488174
KD8_seq1_p3_sgRNA_65_S66_L003,SRX15541007,SRR19488173
KD8_seq1_p3_sgRNA_71_S72_L003,SRX15541008,SRR19488172
KD8_seq1_p3_sgRNA_71_S72_L002,SRX15541009,SRR19488171
KD8_seq1_p3_sgRNA_71_S72_L001,SRX15541010,SRR19488170
KD8_seq2_p3_mRNA_23_S24_L001,SRX15541011,SRR19488169
KD8_seq2_p3_sgRNA_27_S28_L001,SRX15541012,SRR19488168
KD8_seq2_p3_sgRNA_72_S73_L004,SRX15541013,SRR19488167
KD8_seq1_p3_mRNA_73_S74_L004,SRX15541014,SRR19488166
KD8_seq1_p3_mRNA_73_S74_L001,SRX15541015,SRR19488165
KD8_seq1_p3_mRNA_73_S74_L003,SRX15541016,SRR19488164
KD8_seq1_p3_mRNA_73_S74_L002,SRX15541017,SRR19488163
KD8_seq2_p3_mRNA_73_S74_L004,SRX15541018,SRR19488162
KD8_seq2_p3_mRNA_73_S74_L002,SRX15541019,SRR19488161
KD8_seq2_p3_mRNA_73_S74_L003,SRX15541020,SRR19488160
KD8_seq2_p3_mRNA_73_S74_L001,SRX15541021,SRR19488159
KD8_seq1_p3_sgRNA_73_S74_L004,SRX15541022,SRR19488158
KD8_seq1_p3_sgRNA_72_S73_L004,SRX15541023,SRR19488157
KD8_seq1_p3_sgRNA_72_S73_L001,SRX15541024,SRR19488156
KD8_seq1_p3_sgRNA_72_S73_L002,SRX15541025,SRR19488155
KD8_seq1_p3_sgRNA_72_S73_L003,SRX15541026,SRR19488154
KD8_seq2_p3_sgRNA_72_S73_L001,SRX15541027,SRR19488153
KD8_seq1_p3_mRNA_28_S29_L003,SRX15541028,SRR19488152
KD8_seq2_p3_sgRNA_74_S75_L002,SRX15541029,SRR19488151
KD8_seq2_p3_sgRNA_74_S75_L003,SRX15541030,SRR19488150
KD8_seq2_p3_sgRNA_74_S75_L004,SRX15541031,SRR19488149
KD8_seq1_p3_mRNA_75_S76_L004,SRX15541032,SRR19488148
KD8_seq2_p3_mRNA_75_S76_L003,SRX15541033,SRR19488147
KD8_seq2_p3_mRNA_75_S76_L002,SRX15541034,SRR19488146
KD8_seq2_p3_mRNA_75_S76_L001,SRX15541035,SRR19488145
KD8_seq1_p3_mRNA_28_S29_L004,SRX15541036,SRR19488144
KD8_seq2_p3_mRNA_75_S76_L004,SRX15541037,SRR19488143
KD8_seq1_p3_sgRNA_75_S76_L002,SRX15541038,SRR19488142
KD8_seq1_p3_sgRNA_75_S76_L003,SRX15541039,SRR19488141
KD8_seq1_p3_sgRNA_75_S76_L001,SRX15541040,SRR19488140
KD8_seq1_p3_sgRNA_75_S76_L004,SRX15541041,SRR19488139
KD8_seq2_p3_sgRNA_75_S76_L004,SRX15541042,SRR19488138
KD8_seq2_p3_sgRNA_75_S76_L002,SRX15541043,SRR19488137
KD8_seq2_p3_sgRNA_75_S76_L003,SRX15541044,SRR19488136
KD8_seq2_p3_sgRNA_75_S76_L001,SRX15541045,SRR19488135
KD8_seq1_p3_mRNA_76_S77_L002,SRX15541046,SRR19488134
KD8_seq2_p3_mRNA_28_S29_L003,SRX15541047,SRR19488133
KD8_seq1_p3_mRNA_76_S77_L003,SRX15541048,SRR19488132
KD8_seq1_p3_mRNA_76_S77_L001,SRX15541049,SRR19488131
KD8_seq1_p3_mRNA_76_S77_L004,SRX15541050,SRR19488130
KD8_seq1_p3_mRNA_75_S76_L001,SRX15541051,SRR19488129
KD8_seq1_p3_mRNA_75_S76_L002,SRX15541052,SRR19488128
KD8_seq1_p3_mRNA_75_S76_L003,SRX15541053,SRR19488127
KD8_seq2_p3_mRNA_76_S77_L004,SRX15541054,SRR19488126
KD8_seq1_p3_sgRNA_76_S77_L001,SRX15541055,SRR19488125
KD8_seq1_p3_sgRNA_76_S77_L002,SRX15541056,SRR19488124
KD8_seq1_p3_sgRNA_76_S77_L003,SRX15541057,SRR19488123
KD8_seq2_p3_mRNA_28_S29_L002,SRX15541058,SRR19488122
KD8_seq1_p3_sgRNA_76_S77_L004,SRX15541059,SRR19488121
KD8_seq2_p3_sgRNA_76_S77_L004,SRX15541060,SRR19488120
KD8_seq2_p3_sgRNA_76_S77_L001,SRX15541061,SRR19488119
KD8_seq2_p3_sgRNA_76_S77_L002,SRX15541062,SRR19488118
KD8_seq2_p3_sgRNA_76_S77_L003,SRX15541063,SRR19488117
KD8_seq1_p3_mRNA_77_S78_L004,SRX15541064,SRR19488116
KD8_seq1_p3_mRNA_77_S78_L003,SRX15541065,SRR19488115
KD8_seq1_p3_mRNA_77_S78_L002,SRX15541066,SRR19488114
KD8_seq1_p3_mRNA_77_S78_L001,SRX15541067,SRR19488113
KD8_seq2_p3_mRNA_77_S78_L004,SRX15541068,SRR19488112
KD8_seq2_p3_mRNA_28_S29_L001,SRX15541069,SRR19488111
KD8_seq2_p3_mRNA_77_S78_L001,SRX15541070,SRR19488110
KD8_seq2_p3_mRNA_77_S78_L002,SRX15541071,SRR19488109
KD8_seq2_p3_mRNA_77_S78_L003,SRX15541072,SRR19488108
KD8_seq2_p3_mRNA_76_S77_L001,SRX15541073,SRR19488107
KD8_seq2_p3_mRNA_76_S77_L003,SRX15541074,SRR19488106
KD8_seq2_p3_mRNA_76_S77_L002,SRX15541075,SRR19488105
KD8_seq1_p3_sgRNA_77_S78_L002,SRX15541076,SRR19488104
KD8_seq2_p3_sgRNA_77_S78_L001,SRX15541077,SRR19488103
KD8_seq2_p3_sgRNA_77_S78_L003,SRX15541078,SRR19488102
KD8_seq2_p3_sgRNA_77_S78_L002,SRX15541079,SRR19488101
KD8_seq1_p3_sgRNA_73_S74_L003,SRX15541080,SRR19488590
KD8_seq1_p3_sgRNA_73_S74_L002,SRX15541081,SRR19488589
KD8_seq1_p3_sgRNA_74_S75_L001,SRX15541082,SRR19488588
KD8_seq1_p3_sgRNA_74_S75_L002,SRX15541083,SRR19488587
KD8_seq1_p3_sgRNA_74_S75_L003,SRX15541084,SRR19488586
KD8_seq2_p3_sgRNA_74_S75_L001,SRX15541085,SRR19488585
KD8_seq1_p3_sgRNA_73_S74_L001,SRX15541086,SRR19488584
KD8_seq2_p3_sgRNA_73_S74_L003,SRX15541087,SRR19488583
KD8_seq2_p3_sgRNA_73_S74_L002,SRX15541088,SRR19488582
KD8_seq1_p3_mRNA_82_S83_L004,SRX15541089,SRR19488581
KD8_seq1_p3_mRNA_82_S83_L001,SRX15541090,SRR19488580
KD8_seq1_p3_mRNA_82_S83_L003,SRX15541091,SRR19488579
KD8_seq1_p3_mRNA_82_S83_L002,SRX15541092,SRR19488578
KD8_seq2_p3_mRNA_82_S83_L004,SRX15541093,SRR19488577
KD8_seq2_p3_sgRNA_28_S29_L003,SRX15541094,SRR19488576
KD8_seq2_p3_mRNA_82_S83_L002,SRX15541095,SRR19488575
KD8_seq2_p3_mRNA_82_S83_L003,SRX15541096,SRR19488574
KD8_seq2_p3_mRNA_82_S83_L001,SRX15541097,SRR19488573
KD8_seq2_p3_mRNA_81_S82_L004,SRX15541098,SRR19488572
KD8_seq2_p3_mRNA_81_S82_L001,SRX15541099,SRR19488571
KD8_seq2_p3_mRNA_81_S82_L002,SRX15541100,SRR19488570
KD8_seq2_p3_mRNA_81_S82_L003,SRX15541101,SRR19488569
KD8_seq1_p3_sgRNA_82_S83_L002,SRX15541102,SRR19488568
KD8_seq2_p3_sgRNA_82_S83_L004,SRX15541103,SRR19488567
KD8_seq2_p3_sgRNA_82_S83_L001,SRX15541104,SRR19488566
KD8_seq2_p3_sgRNA_82_S83_L002,SRX15541105,SRR19488565
KD8_seq2_p3_sgRNA_28_S29_L001,SRX15541106,SRR19488564
KD8_seq2_p3_sgRNA_82_S83_L003,SRX15541107,SRR19488563
KD8_seq1_p3_mRNA_83_S84_L004,SRX15541108,SRR19488562
KD8_seq1_p3_mRNA_83_S84_L002,SRX15541109,SRR19488561
KD8_seq2_p3_mRNA_83_S84_L003,SRX15541110,SRR19488560
KD8_seq2_p3_mRNA_83_S84_L002,SRX15541111,SRR19488559
KD8_seq1_p3_sgRNA_83_S84_L004,SRX15541112,SRR19488558
KD8_seq1_p3_mRNA_40_S41_L004,SRX15541113,SRR19488557
KD8_seq1_p3_mRNA_40_S41_L001,SRX15541114,SRR19488556
KD8_seq1_p3_mRNA_40_S41_L002,SRX15541115,SRR19488555
KD8_seq2_p3_mRNA_40_S41_L004,SRX15541116,SRR19488554
KD8_seq1_p3_mRNA_39_S40_L001,SRX15541117,SRR19488553
KD8_seq2_p3_mRNA_40_S41_L003,SRX15541118,SRR19488552
KD8_seq2_p3_mRNA_40_S41_L002,SRX15541119,SRR19488551
KD8_seq1_p3_mRNA_39_S40_L002,SRX15541120,SRR19488550
KD8_seq1_p3_mRNA_39_S40_L003,SRX15541121,SRR19488549
KD8_seq2_p3_mRNA_40_S41_L001,SRX15541122,SRR19488548
KD8_seq1_p3_sgRNA_40_S41_L004,SRX15541123,SRR19488547
KD8_seq1_p3_sgRNA_40_S41_L002,SRX15541124,SRR19488546
KD8_seq1_p3_sgRNA_40_S41_L003,SRX15541125,SRR19488545
KD8_seq1_p3_sgRNA_40_S41_L001,SRX15541126,SRR19488544
KD8_seq2_p3_sgRNA_40_S41_L002,SRX15541127,SRR19488543
KD8_seq2_p3_sgRNA_40_S41_L003,SRX15541128,SRR19488542
KD8_seq2_p3_sgRNA_40_S41_L001,SRX15541129,SRR19488541
KD8_seq2_p3_sgRNA_40_S41_L004,SRX15541130,SRR19488540
KD8_seq1_p3_mRNA_41_S42_L002,SRX15541131,SRR19488539
KD8_seq2_p3_sgRNA_24_S25_L004,SRX15541132,SRR19488538
KD8_seq1_p3_mRNA_41_S42_L003,SRX15541133,SRR19488537
KD8_seq1_p3_mRNA_41_S42_L001,SRX15541134,SRR19488536
KD8_seq1_p3_mRNA_41_S42_L004,SRX15541135,SRR19488535
KD8_seq2_p3_mRNA_41_S42_L001,SRX15541136,SRR19488534
KD8_seq2_p3_mRNA_68_S69_L003,SRX15541137,SRR19488533
KD8_seq2_p3_mRNA_68_S69_L002,SRX15541138,SRR19488532
KD8_seq1_p3_sgRNA_68_S69_L004,SRX15541139,SRR19488531
KD8_seq1_p3_sgRNA_27_S28_L002,SRX15541140,SRR19488530
KD8_seq1_p3_sgRNA_68_S69_L002,SRX15541141,SRR19488529
KD8_seq1_p3_sgRNA_68_S69_L003,SRX15541142,SRR19488528
KD8_seq1_p3_sgRNA_68_S69_L001,SRX15541143,SRR19488527
KD8_seq2_p3_sgRNA_68_S69_L004,SRX15541144,SRR19488526
KD8_seq2_p3_sgRNA_68_S69_L003,SRX15541145,SRR19488525
KD8_seq2_p3_sgRNA_68_S69_L002,SRX15541146,SRR19488524
KD8_seq2_p3_sgRNA_68_S69_L001,SRX15541147,SRR19488523
KD8_seq2_p3_sgRNA_67_S68_L004,SRX15541148,SRR19488522
KD8_seq2_p3_sgRNA_67_S68_L003,SRX15541149,SRR19488521
KD8_seq1_p3_sgRNA_27_S28_L003,SRX15541150,SRR19488520
KD8_seq1_p3_mRNA_69_S70_L004,SRX15541151,SRR19488519
KD8_seq2_p3_mRNA_69_S70_L003,SRX15541152,SRR19488518
KD8_seq2_p3_mRNA_69_S70_L002,SRX15541153,SRR19488517
KD8_seq2_p3_mRNA_69_S70_L001,SRX15541154,SRR19488516
KD8_seq2_p3_mRNA_69_S70_L004,SRX15541155,SRR19488515
KD8_seq1_p3_sgRNA_69_S70_L001,SRX15541156,SRR19488514
KD8_seq1_p3_sgRNA_69_S70_L002,SRX15541157,SRR19488513
KD8_seq1_p3_sgRNA_69_S70_L003,SRX15541158,SRR19488512
KD8_seq1_p3_sgRNA_69_S70_L004,SRX15541159,SRR19488511
KD8_seq2_p3_sgRNA_69_S70_L001,SRX15541160,SRR19488510
KD8_seq2_p3_mRNA_28_S29_L004,SRX15541161,SRR19488509
KD8_seq2_p3_sgRNA_77_S78_L004,SRX15541162,SRR19488508
KD8_seq1_p3_mRNA_78_S79_L001,SRX15541163,SRR19488507
KD8_seq1_p3_mRNA_78_S79_L002,SRX15541164,SRR19488506
KD8_seq1_p3_mRNA_78_S79_L003,SRX15541165,SRR19488505
KD8_seq1_p3_mRNA_78_S79_L004,SRX15541166,SRR19488504
KD8_seq2_p3_mRNA_78_S79_L003,SRX15541167,SRR19488503
KD8_seq2_p3_mRNA_78_S79_L002,SRX15541168,SRR19488502
KD8_seq2_p3_mRNA_78_S79_L001,SRX15541169,SRR19488501
KD8_seq2_p3_mRNA_78_S79_L004,SRX15541170,SRR19488500
KD8_seq1_p3_sgRNA_78_S79_L001,SRX15541171,SRR19488499
KD8_seq1_p3_sgRNA_28_S29_L002,SRX15541172,SRR19488498
KD8_seq1_p3_sgRNA_78_S79_L002,SRX15541173,SRR19488497
KD8_seq1_p3_sgRNA_78_S79_L003,SRX15541174,SRR19488496
KD8_seq1_p3_sgRNA_78_S79_L004,SRX15541175,SRR19488495
KD8_seq1_p3_sgRNA_77_S78_L004,SRX15541176,SRR19488494
KD8_seq1_p3_sgRNA_77_S78_L001,SRX15541177,SRR19488493
KD8_seq1_p3_sgRNA_77_S78_L003,SRX15541178,SRR19488492
KD8_seq2_p3_sgRNA_78_S79_L004,SRX15541179,SRR19488491
KD8_seq1_p3_mRNA_79_S80_L002,SRX15541180,SRR19488490
KD8_seq1_p3_mRNA_79_S80_L003,SRX15541181,SRR19488489
KD8_seq1_p3_mRNA_79_S80_L001,SRX15541182,SRR19488488
KD8_seq1_p3_sgRNA_23_S24_L004,SRX15541183,SRR19488487
KD8_seq1_p3_sgRNA_28_S29_L003,SRX15541184,SRR19488486
KD8_seq1_p3_sgRNA_84_S85_L004,SRX15541185,SRR19488485
KD8_seq2_p3_sgRNA_84_S85_L004,SRX15541186,SRR19488484
KD8_seq2_p3_sgRNA_83_S84_L004,SRX15541187,SRR19488483
KD8_seq2_p3_sgRNA_83_S84_L003,SRX15541188,SRR19488482
KD8_seq2_p3_sgRNA_83_S84_L002,SRX15541189,SRR19488481
KD8_seq2_p3_sgRNA_84_S85_L003,SRX15541190,SRR19488480
KD8_seq1_p3_mRNA_85_S86_L004,SRX15541191,SRR19488479
KD8_seq1_p3_mRNA_85_S86_L001,SRX15541192,SRR19488478
KD8_seq1_p3_mRNA_85_S86_L002,SRX15541193,SRR19488477
KD8_seq1_p3_mRNA_85_S86_L003,SRX15541194,SRR19488476
KD8_seq2_p3_mRNA_85_S86_L004,SRX15541195,SRR19488475
KD8_seq2_p3_mRNA_85_S86_L003,SRX15541196,SRR19488474
KD8_seq2_p3_mRNA_85_S86_L002,SRX15541197,SRR19488473
KD8_seq1_p3_mRNA_29_S30_L003,SRX15541198,SRR19488472
KD8_seq2_p3_sgRNA_84_S85_L001,SRX15541199,SRR19488471
KD8_seq2_p3_sgRNA_84_S85_L002,SRX15541200,SRR19488470
KD8_seq1_p3_sgRNA_23_S24_L002,SRX15541201,SRR19488469
KD8_seq2_p3_mRNA_30_S31_L001,SRX15541202,SRR19488468
KD8_seq1_p3_sgRNA_30_S31_L004,SRX15541203,SRR19488467
KD8_seq1_p3_sgRNA_30_S31_L001,SRX15541204,SRR19488466
KD8_seq1_p3_sgRNA_30_S31_L002,SRX15541205,SRR19488465
KD8_seq1_p3_sgRNA_30_S31_L003,SRX15541206,SRR19488464
KD8_seq2_p3_sgRNA_30_S31_L004,SRX15541207,SRR19488463
KD8_seq2_p3_sgRNA_30_S31_L001,SRX15541208,SRR19488462
KD8_seq2_p3_sgRNA_30_S31_L003,SRX15541209,SRR19488461
KD8_seq2_p3_sgRNA_30_S31_L002,SRX15541210,SRR19488460
KD8_seq1_p3_mRNA_31_S32_L002,SRX15541211,SRR19488459
KD8_seq2_p3_mRNA_32_S33_L001,SRX15541212,SRR19488458
KD8_seq2_p3_mRNA_32_S33_L004,SRX15541213,SRR19488457
KD8_seq2_p3_mRNA_32_S33_L002,SRX15541214,SRR19488456
KD8_seq2_p3_sgRNA_23_S24_L002,SRX15541215,SRR19488455
KD8_seq2_p3_mRNA_32_S33_L003,SRX15541216,SRR19488454
KD8_seq1_p3_mRNA_32_S33_L004,SRX15541217,SRR19488453
KD8_seq1_p3_mRNA_32_S33_L003,SRX15541218,SRR19488452
KD8_seq1_p3_mRNA_32_S33_L002,SRX15541219,SRR19488451
KD8_seq1_p3_mRNA_32_S33_L001,SRX15541220,SRR19488450
KD8_seq2_p3_sgRNA_31_S32_L004,SRX15541221,SRR19488449
KD8_seq2_p3_sgRNA_31_S32_L001,SRX15541222,SRR19488448
KD8_seq2_p3_sgRNA_31_S32_L002,SRX15541223,SRR19488447
KD8_seq2_p3_sgRNA_31_S32_L003,SRX15541224,SRR19488446
KD8_seq2_p3_mRNA_24_S25_L001,SRX15541225,SRR19488445
KD8_seq2_p3_mRNA_37_S38_L001,SRX15541226,SRR19488444
KD8_seq2_p3_mRNA_37_S38_L003,SRX15541227,SRR19488443
KD8_seq2_p3_mRNA_37_S38_L002,SRX15541228,SRR19488442
KD8_seq1_p3_sgRNA_37_S38_L004,SRX15541229,SRR19488441
KD8_seq1_p3_sgRNA_37_S38_L001,SRX15541230,SRR19488440
KD8_seq1_p3_sgRNA_37_S38_L002,SRX15541231,SRR19488439
KD8_seq1_p3_sgRNA_37_S38_L003,SRX15541232,SRR19488438
KD8_seq1_p3_sgRNA_36_S37_L001,SRX15541233,SRR19488437
KD8_seq1_p3_sgRNA_36_S37_L003,SRX15541234,SRR19488436
KD8_seq2_p3_mRNA_24_S25_L004,SRX15541235,SRR19488435
KD8_seq2_p3_sgRNA_37_S38_L004,SRX15541236,SRR19488434
KD8_seq1_p3_mRNA_38_S39_L004,SRX15541237,SRR19488433
KD8_seq1_p3_mRNA_38_S39_L002,SRX15541238,SRR19488432
KD8_seq1_p3_mRNA_38_S39_L003,SRX15541239,SRR19488431
KD8_seq1_p3_mRNA_38_S39_L001,SRX15541240,SRR19488430
KD8_seq2_p3_mRNA_38_S39_L004,SRX15541241,SRR19488429
KD8_seq2_p3_mRNA_38_S39_L001,SRX15541242,SRR19488428
KD8_seq2_p3_mRNA_38_S39_L003,SRX15541243,SRR19488427
KD8_seq2_p3_mRNA_38_S39_L002,SRX15541244,SRR19488426
KD8_seq1_p3_sgRNA_38_S39_L004,SRX15541245,SRR19488425
KD8_seq1_p3_sgRNA_24_S25_L003,SRX15541246,SRR19488424
KD8_seq1_p3_sgRNA_38_S39_L001,SRX15541247,SRR19488423
KD8_seq1_p3_sgRNA_38_S39_L002,SRX15541248,SRR19488422
KD8_seq1_p3_sgRNA_34_S35_L001,SRX15541249,SRR19488421
KD8_seq1_p3_sgRNA_34_S35_L002,SRX15541250,SRR19488420
KD8_seq1_p3_mRNA_33_S34_L001,SRX15541251,SRR19488419
KD8_seq1_p3_mRNA_33_S34_L004,SRX15541252,SRR19488418
KD8_seq2_p3_mRNA_33_S34_L001,SRX15541253,SRR19488417
KD8_seq2_p3_mRNA_33_S34_L002,SRX15541254,SRR19488416
KD8_seq2_p3_mRNA_33_S34_L003,SRX15541255,SRR19488415
KD8_seq2_p3_mRNA_33_S34_L004,SRX15541256,SRR19488414
KD8_seq1_p3_sgRNA_33_S34_L003,SRX15541257,SRR19488413
KD8_seq1_p3_mRNA_24_S25_L001,SRX15541258,SRR19488412
KD8_seq1_p3_sgRNA_33_S34_L002,SRX15541259,SRR19488411
KD8_seq1_p3_sgRNA_33_S34_L001,SRX15541260,SRR19488410
KD8_seq1_p3_mRNA_35_S36_L001,SRX15541261,SRR19488409
KD8_seq1_p3_sgRNA_33_S34_L004,SRX15541262,SRR19488408
KD8_seq2_p3_sgRNA_33_S34_L004,SRX15541263,SRR19488407
KD8_seq1_p3_mRNA_34_S35_L001,SRX15541264,SRR19488406
KD8_seq1_p3_mRNA_34_S35_L002,SRX15541265,SRR19488405
KD8_seq1_p3_mRNA_34_S35_L003,SRX15541266,SRR19488404
KD8_seq1_p3_mRNA_24_S25_L003,SRX15541267,SRR19488403
KD8_seq1_p3_mRNA_34_S35_L004,SRX15541268,SRR19488402
KD8_seq2_p3_mRNA_34_S35_L003,SRX15541269,SRR19488401
KD8_seq2_p3_mRNA_34_S35_L002,SRX15541270,SRR19488400
KD8_seq2_p3_mRNA_34_S35_L001,SRX15541271,SRR19488399
KD8_seq2_p3_mRNA_34_S35_L004,SRX15541272,SRR19488398
KD8_seq1_p3_sgRNA_34_S35_L003,SRX15541273,SRR19488397
KD8_seq1_p3_sgRNA_34_S35_L004,SRX15541274,SRR19488396
KD8_seq2_p3_sgRNA_34_S35_L001,SRX15541275,SRR19488395
KD8_seq1_p3_mRNA_24_S25_L002,SRX15541276,SRR19488394
KD8_seq2_p3_sgRNA_34_S35_L003,SRX15541277,SRR19488393
KD8_seq2_p3_sgRNA_34_S35_L002,SRX15541278,SRR19488392
KD8_seq2_p3_sgRNA_34_S35_L004,SRX15541279,SRR19488391
KD8_seq1_p3_mRNA_35_S36_L004,SRX15541280,SRR19488390
KD8_seq1_p3_mRNA_35_S36_L002,SRX15541281,SRR19488389
KD8_seq1_p3_mRNA_35_S36_L003,SRX15541282,SRR19488388
